Feature_ID,Phylum,Class,Order,Family,Genus,Species
275ecd25328ea12b593055390cc94692,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Microbacteriaceae,G__Microbacterium,S__aurum
276235727ee1cd49fdbd23f74dd7236b,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Methylobacteriaceae,G__Methylobacterium,
276c8f2595fb9f8e2494a52b8291aad5,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Nocardiaceae,G__Rhodococcus,S__globerulus
277a12724ca09fe80ceafcedcd55b7b7,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,S__chondroitinus
277ba37ce74c3f6487940c7f71e1cf09,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Oxalobacteraceae,,
27947d0bbb0c15a0f0179d615b803d96,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Nocardiaceae,G__Rhodococcus,S__globerulus
2797075c7263fdfed940d126f5c5f77b,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,
27b10c1ddbf1c8474743f2672a50091a,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
27c074b3d8577e46786245b27c56a7d7,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Burkholderiaceae,,
27c3d53dd17f0fd526a089c9165ba92a,P__Proteobacteria,C__Betaproteobacteria,O__Methylophilales,F__Methylophilaceae,,
27d355f634c865eb3f8bf7d51ee3d37e,P__Proteobacteria,C__Alphaproteobacteria,,,,
27d7b751412d73809d6afa83cec86ba0,P__Bacteroidetes,C__Cytophagia,O__Cytophagales,F__Cytophagaceae,G__Dyadobacter,
27e8fb1539d761906087c416d8373d7c,P__Proteobacteria,C__Alphaproteobacteria,O__Caulobacterales,F__Caulobacteraceae,G__Brevundimonas,
27f33ebe46eb311357b6a97c51f6de08,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
28010a18ac254257cb9c7811a314378f,P__Proteobacteria,C__Alphaproteobacteria,O__Rickettsiales,,,
28016dd46ea533debdacace88a68da6a,P__Proteobacteria,C__Alphaproteobacteria,O__Sphingomonadales,F__Erythrobacteraceae,,
2808947192514fb70be578feb79a3201,,,,,,
28276212338a59ddc62d6991256336c2,P__Firmicutes,C__Bacilli,O__Bacillales,F__Bacillaceae,G__Bacillus,
282d4e6bcca63e1ded4e5f88d046d632,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Rhizobiaceae,G__Rhizobium,S__multihospitium
286d286cea10ac55b356fd2bbe8708ba,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
28738c9668439819296539804aa674f2,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Microbacteriaceae,G__Cryocola,
2878922377d8adf10477d86c4edc5c8b,P__Proteobacteria,C__Gammaproteobacteria,O__Enterobacteriales,F__Enterobacteriaceae,,
287f6b1129077a5872caf65dd7aaf8bd,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Hyphomicrobiaceae,G__Devosia,
289a4502666cc4a752e4270ec1f9b6d2,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Methylobacteriaceae,,
28a5d0e6009b626fbe58ea62fa00af36,P__Proteobacteria,C__Alphaproteobacteria,O__Ellin329,,,
28ab840d11708264e812c7526f22a49f,P__Firmicutes,C__Bacilli,O__Bacillales,F__Alicyclobacillaceae,G__Alicyclobacillus,
28b386376c73d0e73dd74567794272f7,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Rhizobiaceae,G__Shinella,
28bd6a651cd539fba7c41f582e0f3ca1,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Microbacteriaceae,G__Curtobacterium,
28ca2d8ec85cde70a5e941250455a12b,P__Bacteroidetes,C__Flavobacteriia,O__Flavobacteriales,F__[Weeksellaceae],,
28caaaec1ca885a11a4fcd938cf60259,P__Bacteroidetes,C__Sphingobacteriia,O__Sphingobacteriales,,,
28d4e3ccf855f740cb8ec51c39dea579,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Rhizobiaceae,G__Rhizobium,S__multihospitium
28d5f1e0c416c18db8f43d7a43d444f8,P__Firmicutes,C__Bacilli,O__Bacillales,F__Bacillaceae,G__Bacillus,
28d805811be38e3bddffbcce1776ca4d,P__Proteobacteria,C__Gammaproteobacteria,,,,
28dafd815b502b9ff03ae92633fcd873,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Alcaligenaceae,,
28e3aa5c1fb698e92257a34ab95bfd91,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Methylocystaceae,,
293bdb20274e73aa9056322902b5fd1c,P__Proteobacteria,C__Gammaproteobacteria,O__Pseudomonadales,F__Pseudomonadaceae,G__Pseudomonas,S__citronellolis
29624c93b51b750597a45637cc1f31f8,P__Proteobacteria,C__Alphaproteobacteria,O__Sphingomonadales,F__Sphingomonadaceae,G__Novosphingobium,S__resinovorum
29759f84babd5273ebda03f859cc0ef4,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Alcaligenaceae,,
2978be61b696e2e75baa6789a5143777,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Rhizobiaceae,G__Agrobacterium,
2981b3dc77ee177c634e084c7c937a90,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,
29a48e358a036d424307930a55233501,P__Proteobacteria,C__Alphaproteobacteria,O__Caulobacterales,F__Caulobacteraceae,,
29ab81972593008e31d2639a256259ad,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,
29b182d478b106e8cde45985ec456d8a,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,,,
29c02ef452745df19643e459223f0ea4,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
29cb4a38f97a5ba4661ed0f7e65d2d87,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,,,
29d4de775b1a284bb1e2c23fdd4c41de,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,G__Limnobacter,
29d4df16663a082d8c3498ef110fb992,P__Bacteroidetes,C__[Saprospirae],O__[Saprospirales],F__Chitinophagaceae,,
29dc9ac7e73620b8b3afb84a1098f5db,P__Proteobacteria,C__Gammaproteobacteria,,,,
29e0ba0d4220596ad3f6ca07c214ebb2,P__Proteobacteria,C__Alphaproteobacteria,,,,
29e8cf3ded6574b524abd7dcf0405b98,P__Proteobacteria,C__Alphaproteobacteria,O__Sphingomonadales,,,
29fd2d169c1834f538e122531d424f56,P__Bacteroidetes,C__Sphingobacteriia,O__Sphingobacteriales,,,
2a0dcd871edcb070edfa954061a3fbd2,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Rhizobiaceae,G__Rhizobium,S__selenitireducens
2a19600e38e4eb4dd717c75002fb6419,P__Proteobacteria,C__Alphaproteobacteria,,,,
2a3ba07b721a5e27c16862210ba4014f,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,
2a469b86622de6d90b28c239168c970d,P__Firmicutes,C__Bacilli,O__Bacillales,,,
2a49a0051119865909a96b99e2861a3f,P__Proteobacteria,C__Betaproteobacteria,,,,
2a579141dadda279fba3c805a1a01fcf,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Alcaligenaceae,,
2a61d8e4f5bb7f1eec71d1566beefe66,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Mycobacteriaceae,G__Mycobacterium,
2a6cf3c06ff9c8f4957631e99916f8a3,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,
2a6e1d0fcaca6d7859d7b5651a4767e0,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
2a828305035340a1be9a1ba591b29a1f,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Microbacteriaceae,G__Microbacterium,S__lacticum
2aa1e8d17a4a60a9da83a693b4d2be98,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
2ab742264173d0197a9ae575b7a6f1e2,P__Proteobacteria,C__Gammaproteobacteria,O__Pseudomonadales,F__Pseudomonadaceae,,
2acf7e2fc78b49091a1a3fbe1f4a0c2b,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,,,
2add7829f8898c2eab6120a4f0750e0a,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Microbacteriaceae,G__Leifsonia,S__antarctica
2ae6b2e3c74adfb57fc53a0a54efeebb,P__Proteobacteria,C__Alphaproteobacteria,,,,
2b03bd5c36be2c4146544ac0aa55d565,P__Proteobacteria,C__Gammaproteobacteria,O__Pseudomonadales,F__Pseudomonadaceae,G__Pseudomonas,
2b059cc5fdf04e1eb9269c76fffddb4c,P__Proteobacteria,C__Gammaproteobacteria,,,,
2b0c5347ea71005904e169a5bd15fa66,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,,,
2b1f5e7896d8962ac93c3d7339699a72,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Oxalobacteraceae,G__Telluria,S__mixta
2b202a4ab21998ea10c0bc7d4976e2fc,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Nocardiaceae,G__Rhodococcus,S__globerulus
2b2b4af385b914bb9740b987e4f75750,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
2b39b52b028c95eee526645413fb439d,P__Proteobacteria,C__Betaproteobacteria,O__Methylophilales,F__Methylophilaceae,,
2b4b874f94305731efc2e95bdb5bc53f,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,S__chondroitinus
2b5a232777e8720f8d7b7817c9a6118d,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Microbacteriaceae,G__Curtobacterium,
2b674b0ca68993f4e1c20eace8b590f3,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Methylobacteriaceae,G__Methylobacterium,
2b70691eca3d2228a29d1fcd55cb4e3c,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,
2bbf207a48c4e54faeeb5fc19ec83ede,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,G__Variovorax,S__paradoxus
2bc29c9e9ecac0dd0acb67d98afef61f,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Bradyrhizobiaceae,,
2bcf1dc2c67c99c95d208c93dbf20816,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Microbacteriaceae,G__Curtobacterium,
2bd5de5187cd7050e1e0edae0ee21b2a,,,,,,
2bdfbb5884ef6f989ba5f5fea132715b,P__Proteobacteria,C__Alphaproteobacteria,,,,
2be78b47ad56d1bd0375aef906d8ff77,P__Proteobacteria,C__Alphaproteobacteria,O__Caulobacterales,F__Caulobacteraceae,,
2bf915219a2b336ac005144af27167da,P__Proteobacteria,C__Gammaproteobacteria,O__Pseudomonadales,F__Pseudomonadaceae,G__Pseudomonas,
2c2616794ac87fdeb55da70645e6c7f0,P__Firmicutes,,,,,
2c46b63a62a2954aeba2a2acf805c619,P__Proteobacteria,C__Alphaproteobacteria,O__Caulobacterales,,,
2c4d06de0b50c6e3eaef2f6aedbaf36a,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Rhizobiaceae,G__Shinella,S__granuli
2c595fbbe82f4e8bfb9ecd9f9328c7e7,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Xanthobacteraceae,G__Labrys,
2c63c8f6a1e3b7c18d7599aad41e5311,P__Proteobacteria,C__Gammaproteobacteria,O__Xanthomonadales,F__Xanthomonadaceae,G__Stenotrophomonas,
2c83807ecb5ed68103822e6725e74b18,P__Proteobacteria,C__Gammaproteobacteria,O__Xanthomonadales,F__Xanthomonadaceae,,
2c8eb3c2102123b0be58a08aa7bebc74,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Alcaligenaceae,,
2ccd61e3ed51827372a17c3b1d3aeec8,P__Proteobacteria,C__Betaproteobacteria,,,,
2ce07611aea0ec19b53018be91e43ee5,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
2ce6889c1680500518b04c0a8a1c2174,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
2cfee3154b311d17febefba68bdc001d,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,
2d12dae09d30623b521e23494cdff167,P__Proteobacteria,C__Gammaproteobacteria,O__Xanthomonadales,F__Xanthomonadaceae,G__Stenotrophomonas,
2d3a0b76d093684960831a2231db7d34,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,
2d52ade8accd79c73b9130300d59af98,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Rhizobiaceae,G__Kaistia,
2d53a919f85a47351ac936400209095f,P__Proteobacteria,C__Alphaproteobacteria,,,,
2d74db1d32abf40996fc8c16196e3584,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Bradyrhizobiaceae,,
2d7760b93f99d78377fc3769609ab77b,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Alcaligenaceae,,
2dde2035759bcb81b73290d8f97a835f,P__Cyanobacteria,C__ML635J-21,,,,
2de018b8e57c3ef935bfb21c85e7cd51,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,
2de517e60d0796b8bad6c27ca966216d,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,S__amylolyticus
2de584fd614eccff0b07dcbb823dbfe7,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
2dfef055986ea41083499394421febc3,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,,,
2e0de797430953f257c23546edf2a14f,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Methylobacteriaceae,G__Magnetospirillum,S__magnetotacticum
2e1bc336aa03dc98260b799036ea452a,,,,,,
2e1f17eba486c4c6f1cf2863634c21d5,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Microbacteriaceae,G__Microbacterium,
2e2c2e26a29af76b24c6e9ae3771039f,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
2e2d2e6372e37bc26f1ff6a6995cc80c,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,,
2e6b2e9777b846c1e9f417648de84623,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,
2e6e6a96b95472ea02286995e0187eb6,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
2e8734437532ca4e1697febd2568ff75,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Rhizobiaceae,G__Agrobacterium,S__sullae
2ea634806c7c69591b54e918cd910a11,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Burkholderiaceae,G__Pandoraea,
2eab59cc6a67d67aa9f0be29e0b28af0,P__Bacteroidetes,C__[Saprospirae],O__[Saprospirales],F__Chitinophagaceae,,
2ebe8dcb9fb3fa7736cd43cb6f43f703,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
2ecd1850eedf91732c6ce3f7116239c2,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Nocardioidaceae,G__Nocardioides,
2ecd66225bc790d15f43e810107f39dc,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
2ee53174d9587da3a9bceee8f5bf8247,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,
2ef525a0ef2d6fae5dce0ae7fa085bde,P__Proteobacteria,C__Alphaproteobacteria,O__Sphingomonadales,F__Sphingomonadaceae,,
2f02b16ddc8b17254a688babaa6342c2,P__Bacteroidetes,C__Flavobacteriia,O__Flavobacteriales,F__[Weeksellaceae],G__Chryseobacterium,
2f1750453d910b5f455c2e6f3a74f48d,P__Proteobacteria,C__Betaproteobacteria,O__Methylophilales,F__Methylophilaceae,,
2f1d693dd4b523e73bfbbc76aa900415,P__Firmicutes,C__Bacilli,O__Lactobacillales,F__Streptococcaceae,G__Streptococcus,
2f275f247c7d0419e3f8218771df75a1,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
2f35dd37a54ced9a6ced9fecd9004b7b,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
2f38b708d0aee729522b7f6bd8b1b7e1,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Microbacteriaceae,G__Microbacterium,
2f392e2d0453e9025f7a1f423a5765ba,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,G__Comamonas,
2f6555af221907cdb0d59907570e9f93,P__Proteobacteria,C__Gammaproteobacteria,O__Enterobacteriales,F__Enterobacteriaceae,,
2f6d083f324a1b7221f70e9bc67e41c7,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Nocardiaceae,G__Rhodococcus,
2f70efc2abc4a338f2d53eb71a3c4c74,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Microbacteriaceae,G__Microbacterium,S__lacticum
2f96e9a51ac41d6251efa17003bcce24,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,S__chondroitinus
2fada3a62d535af81182c5c4e40e3d70,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Microbacteriaceae,G__Microbacterium,S__chocolatum
2fc5bc670063b6cad01c7e4ea2c35ddc,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,
2fcce580eb7e384fe80def8542e42c4a,P__Bacteroidetes,C__Flavobacteriia,O__Flavobacteriales,F__Flavobacteriaceae,G__Flavobacterium,
2fd91d8203430920cfd7c454256246f7,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Microbacteriaceae,G__Microbacterium,S__aurum
2fe0d4bc8dc1c854dd81636085d455a3,P__Proteobacteria,C__Alphaproteobacteria,,,,
2fe3db63064cdcf39de9a565776993a6,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Microbacteriaceae,,
2ff7ba5f4abcb9f1f7b7b2819b5e1766,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,,,
2fffe3c3a1370279a8034c4af441d524,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
300ea6e58e60afd125cdd161cab37826,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Microbacteriaceae,G__Cryocola,
3010d919e1c05503d058448d47763fe7,P__Proteobacteria,C__Alphaproteobacteria,O__Sphingomonadales,F__Sphingomonadaceae,G__Novosphingobium,S__resinovorum
3011646c20f20a4e3716bba1a8e741c7,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,
302e12bb61b7877a6a6d61cdeba2a9f1,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,
3030f4e6f397ed93dca40188336aa4d0,P__Chlamydiae,C__Chlamydiia,,,,
304b53906dd1c41ebd7a09095439960a,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Brevibacillus,
304d8456f1434663fde51f58e1c2262a,P__Proteobacteria,C__Gammaproteobacteria,O__Xanthomonadales,F__Xanthomonadaceae,,
304ec391de3103cedbe7f7c841e05ad2,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
305806eea9b223ce91574fec9fca050e,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,,,
305dfff63f496d01c28e40491d2e6011,P__Proteobacteria,C__Alphaproteobacteria,O__Sphingomonadales,F__Sphingomonadaceae,G__Novosphingobium,S__resinovorum
3064ba46cf037fd54b0c5798e979076f,P__Bacteroidetes,C__Flavobacteriia,O__Flavobacteriales,F__[Weeksellaceae],,
308794138cc83ca34847caf874691a9c,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Rhizobiaceae,G__Agrobacterium,S__sullae
309cb8c951413937a771125bb2ea462c,P__Bacteroidetes,C__Flavobacteriia,O__Flavobacteriales,F__[Weeksellaceae],G__Elizabethkingia,
309e7d8e97c7f824e5063260dd445b1f,P__Firmicutes,C__Bacilli,O__Bacillales,F__Staphylococcaceae,G__Staphylococcus,S__epidermidis
30baf711596663e0217d5d1bb90ee88e,P__Proteobacteria,C__Alphaproteobacteria,O__Caulobacterales,F__Caulobacteraceae,,
30d57a9015cf0167cfcf4a712692c21c,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,
30da8d1b5929eb3cae199c57a90e1ce5,P__Proteobacteria,C__Betaproteobacteria,,,,
30ea69644b886077152acc6a98396191,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,
30ebc69a48ff1a03f8ceeb921efb4e4f,P__Bacteroidetes,C__[Saprospirae],O__[Saprospirales],F__Chitinophagaceae,G__Chitinophaga,S__arvensicola
30f0338069823a3c3d918c3ce0842357,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Hyphomicrobiaceae,G__Devosia,
30fe06127422694a92b417c0902a5ff8,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,S__chondroitinus
315b5eb79ad0ca025333fdba24676e5a,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,,,
315ffb6a939cb39cb1bf9975142bab4c,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Oxalobacteraceae,,
3165fc04b457e8e82f7fb112e59a6909,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Oxalobacteraceae,,
316d2d53dc648f9b03d74dc8baa463c2,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Microbacteriaceae,,
317c370fc9dd9dd2f04aed6064aafec2,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
317e5d343154f519baea5c48804ccaeb,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,S__chondroitinus
318c3a6271e6aa21f75dac56a7bdfbc4,P__Proteobacteria,C__Alphaproteobacteria,,,,
319cbc41b7533b2136c15a468de199bb,P__Proteobacteria,,,,,
31ef75d2f9d369ddd23501e0dbbc5624,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,,
3202d843748a489dba4d9058777d0468,P__Proteobacteria,C__Alphaproteobacteria,O__Sphingomonadales,F__Sphingomonadaceae,G__Sphingomonas,
322e96555713c19ebcd2c92e492451ef,P__Bacteroidetes,C__Flavobacteriia,O__Flavobacteriales,F__[Weeksellaceae],G__Elizabethkingia,
325cc9918c892e94141d94e97f4ec422,P__Proteobacteria,C__Gammaproteobacteria,O__Enterobacteriales,F__Enterobacteriaceae,,
325eb75d04bf6f7a034c0a9407c88827,P__Bacteroidetes,C__[Saprospirae],O__[Saprospirales],F__Chitinophagaceae,,
3268d1babc11eba30aace5d95ebd0c43,P__Firmicutes,C__Bacilli,O__Bacillales,F__Bacillaceae,G__Bacillus,
32776861d6df1cf1130f440be824c112,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
328168c1038f99a289596cf7584948ea,,,,,,
32826fe3c257fbb3f7b3d2da6460b7db,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
3286a65552535d7f32d56a2eaf67f745,P__Proteobacteria,C__Alphaproteobacteria,O__Sphingomonadales,F__Erythrobacteraceae,,
328e5a7f4161d30f2c30aca0278792b6,P__Bacteroidetes,C__Flavobacteriia,O__Flavobacteriales,F__[Weeksellaceae],,
329c2221ea46c7d0d66f7ca4d7284b2a,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Phyllobacteriaceae,,
32c0e7fc8668de42985cba3a2a70fb02,P__Bacteroidetes,C__Flavobacteriia,O__Flavobacteriales,F__[Weeksellaceae],,
32ea45b5df25c94e956e2e105e9ddc89,P__Firmicutes,C__Bacilli,,,,
330a4184d389d62534fda25e2954b7ff,P__Firmicutes,C__Bacilli,O__Bacillales,F__Bacillaceae,G__Bacillus,
331e4ab7e087da3e4de815daa44e4565,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Intrasporangiaceae,,
331ebf0807863d8ba776df2856a0b298,P__Proteobacteria,C__Gammaproteobacteria,O__Xanthomonadales,F__Xanthomonadaceae,,
334a96f66b09588cd899078c30ef7b79,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,,,
335ed13b64704e09da99f90cedfa78ef,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
33632c07ddf2ee6e4f835f3cdfe60579,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,S__chondroitinus
33652cfc881e7b6eaf12c948f0a0aaba,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Alcaligenaceae,,
33844313bcd5e77d71f3e03bc277b5ae,P__Bacteroidetes,C__Flavobacteriia,O__Flavobacteriales,F__[Weeksellaceae],G__Bergeyella,S__zoohelcum
3394630ce226ab2d70411864333d7f7b,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Microbacteriaceae,G__Microbacterium,S__chocolatum
33ab85ef49f0dd2b7078c131a05e38bd,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,,,
33adf7cb2ee32db643c0ca897bbdb9d4,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,
33d4fd7ced62f6d6f60183834c79b38d,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,G__Comamonas,
33da7851406f388fa50a13063bf5ed11,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,S__chondroitinus
33e25fecab6b3391dcc9785d4b6a7414,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Microbacteriaceae,G__Microbacterium,S__lacticum
33ed7d77bd959102dc2381829bcf8e7a,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,,,
33efb60216011279c8f854e27f86921d,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Microbacteriaceae,G__Microbacterium,
3401756a7d0107baf81abc074c4f3f01,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,G__Variovorax,S__paradoxus
3415cf230413143f13a3e2388a3a9c13,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Phyllobacteriaceae,,
341f8912b6ea5c0c9b413e7a79b1029d,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
34297bf83343f228ced3c3545241339a,P__Proteobacteria,C__Betaproteobacteria,,,,
34407ec7bc2f27913957f2308ca44f8e,P__Proteobacteria,C__Alphaproteobacteria,O__Sphingomonadales,F__Sphingomonadaceae,G__Novosphingobium,S__resinovorum
